a1h-fragment06_117_32,1
a1h-fragment06_118_4,0
a1h-fragment06_118_10,1
a1h-fragment06_118_18,1
a1h-fragment06_118_22,1
a1h-fragment06_118_24,1
a1h-fragment06_118_25,0
a1h-fragment06_119_3,0
a1h-fragment06_119_5,0
a1h-fragment06_119_18,0
a1h-fragment06_120_4,1
a1h-fragment06_120_11,1
a1h-fragment06_121_1,0
a1h-fragment06_121_10,1
a1h-fragment06_122_5,1
a1h-fragment06_122_15,0
a1h-fragment06_123_2,0
a1h-fragment06_123_17,0
a1h-fragment06_124_10,0
a1h-fragment06_124_17,0
a1h-fragment06_124_21,0
a1h-fragment06_125_15,0
a1h-fragment06_125_19,0
a1h-fragment06_126_9,1
a1h-fragment06_126_15,1
a1h-fragment06_127_12,1
a1h-fragment06_127_23,0
a1h-fragment06_128_3,0
a1h-fragment06_129_2,1
a1h-fragment06_130_5,1
a1h-fragment06_130_12,0
a1h-fragment06_130_19,1
a1h-fragment06_131_3,1
a1h-fragment06_131_12,1
a1h-fragment06_131_20,1
a1h-fragment06_132_8,1
a1h-fragment06_133_3,1
a1h-fragment06_133_30,1
a1h-fragment06_133_35,0
a1h-fragment06_133_41,0
a1h-fragment06_134_12,0
a1h-fragment06_134_16,1
a1h-fragment06_134_23,1
a1h-fragment06_135_2,0
a1h-fragment06_135_7,0
a1h-fragment06_135_11,1
a1h-fragment06_135_30,0
a1h-fragment06_135_32,0
a1h-fragment06_136_2,0
a1h-fragment06_136_9,0
a1h-fragment06_136_24,0
a1h-fragment06_137_10,1
a1h-fragment06_137_18,0
a1h-fragment06_137_23,0
a1h-fragment06_138_5,1
a1h-fragment06_138_7,1
a1h-fragment06_138_20,1
a1h-fragment06_139_15,1
a1h-fragment06_139_22,0
a1h-fragment06_139_28,0
a1h-fragment06_140_8,0
a1h-fragment06_141_3,0
a1h-fragment06_141_9,0
a1h-fragment06_141_15,1
a1h-fragment06_141_24,1
a1h-fragment06_142_5,1
a1h-fragment06_142_15,0
a1h-fragment06_142_34,1
a1h-fragment06_143_4,0
a1h-fragment06_144_29,0
a3c-fragment05_186_20,0
a3c-fragment05_186_25,1
a3c-fragment05_187_11,1
a3c-fragment05_189_1,0
a3c-fragment05_190_2,0
a3c-fragment05_190_30,1
a3c-fragment05_191_4,1
a3c-fragment05_191_7,1
a3c-fragment05_191_13,0
a3c-fragment05_193_2,0
a3c-fragment05_193_8,0
a3c-fragment05_193_35,0
a3c-fragment05_195_2,0
a3c-fragment05_195_8,0
a3c-fragment05_196_2,0
a3c-fragment05_198_8,0
a3c-fragment05_198_10,1
a3c-fragment05_199_6,1
a3c-fragment05_199_13,1
a3c-fragment05_199_14,1
a3c-fragment05_200_6,1
a3c-fragment05_203_1,0
a3c-fragment05_203_7,0
a3c-fragment05_203_9,1
a3c-fragment05_204_5,0
a3c-fragment05_204_7,0
a3c-fragment05_204_19,0
a3c-fragment05_205_1,1
a3c-fragment05_205_3,0
a3c-fragment05_205_11,1
a3c-fragment05_208_4,0
a3c-fragment05_209_8,1
a3c-fragment05_210_4,1
a3c-fragment05_211_1,0
a3c-fragment05_211_3,1
a3c-fragment05_211_15,0
a3c-fragment05_211_18,1
a3c-fragment05_213_4,1
a3c-fragment05_213_11,1
a3c-fragment05_215_6,1
a3c-fragment05_215_8,0
a3c-fragment05_215_9,1
a3c-fragment05_217_6,0
a3c-fragment05_217_8,1
a3c-fragment05_217_11,0
a3c-fragment05_217_19,0
a3c-fragment05_218_2,1
a3c-fragment05_218_7,0
a3c-fragment05_218_10,1
a3c-fragment05_218_14,1
a3c-fragment05_219_4,0
a3c-fragment05_219_17,1
a3c-fragment05_220_3,1
a3c-fragment05_221_3,0
a3c-fragment05_222_7,0
a3c-fragment05_222_9,1
a3c-fragment05_222_15,0
a3c-fragment05_222_38,1
a3c-fragment05_223_11,0
a3c-fragment05_223_14,0
a3c-fragment05_223_17,0
a3c-fragment05_223_21,0
a3c-fragment05_224_23,0
a3c-fragment05_226_2,0
a3c-fragment05_226_6,0
a3c-fragment05_227_3,0
a3c-fragment05_228_5,0
a3c-fragment05_228_21,0
a3c-fragment05_229_3,1
a3c-fragment05_232_4,0
a3c-fragment05_232_7,1
a3c-fragment05_233_5,1
a3c-fragment05_234_4,1
a3c-fragment05_235_5,0
a3c-fragment05_236_18,0
a3c-fragment05_236_20,1
a3c-fragment05_237_4,0
a3c-fragment05_238_14,0
a3c-fragment05_238_16,0
a3c-fragment05_239_5,0
a3c-fragment05_239_9,1
a3c-fragment05_239_14,1
a3c-fragment05_240_10,1
a3c-fragment05_242_4,0
a3c-fragment05_246_11,1
a3c-fragment05_246_18,1
a3c-fragment05_246_21,0
a3c-fragment05_251_3,1
a3c-fragment05_251_5,0
a3c-fragment05_251_7,0
a3c-fragment05_252_6,0
a3c-fragment05_253_4,1
a3c-fragment05_253_14,0
a3c-fragment05_253_15,1
a3c-fragment05_255_7,0
a3c-fragment05_255_12,0
a7s-fragment03_41_14,0
a7s-fragment03_41_16,0
a7s-fragment03_42_14,0
a7s-fragment03_42_20,1
a7s-fragment03_42_22,1
a7s-fragment03_42_30,0
a7s-fragment03_42_39,0
a7s-fragment03_42_45,0
a7s-fragment03_42_51,0
a7s-fragment03_43_7,0
a7s-fragment03_43_18,0
a7s-fragment03_43_20,0
a7s-fragment03_43_27,0
a7s-fragment03_43_29,0
a7s-fragment03_43_35,0
a7s-fragment03_44_5,0
a7s-fragment03_44_7,1
a7s-fragment03_44_21,0
a7s-fragment03_44_23,0
a7s-fragment03_44_34,0
a7s-fragment03_45_10,0
a7s-fragment03_45_16,1
a7s-fragment03_46_2,0
a7s-fragment03_46_5,0
a7s-fragment03_46_13,0
a7s-fragment03_46_17,0
a7s-fragment03_46_21,0
a7s-fragment03_47_3,0
a7s-fragment03_47_7,1
a7s-fragment03_48_3,0
a7s-fragment03_48_8,0
a7s-fragment03_48_14,0
a7s-fragment03_48_18,0
a7s-fragment03_48_26,0
a7s-fragment03_49_4,1
a7s-fragment03_50_10,0
a7s-fragment03_51_4,1
a7s-fragment03_52_2,0
a7s-fragment03_52_6,0
a7s-fragment03_52_32,1
a7s-fragment03_52_35,0
a7s-fragment03_52_39,1
a7s-fragment03_53_3,0
a7s-fragment03_53_19,1
a7s-fragment03_54_9,0
a7s-fragment03_54_29,1
a7s-fragment03_54_36,1
a7s-fragment03_55_3,0
a7s-fragment03_55_7,0
a7s-fragment03_55_14,0
a7s-fragment03_55_16,1
a7s-fragment03_55_23,0
a7s-fragment03_57_4,0
a7s-fragment03_57_10,1
a7s-fragment03_57_12,1
a7s-fragment03_58_7,0
a7s-fragment03_59_5,0
a7s-fragment03_59_6,0
a7s-fragment03_59_22,0
a7s-fragment03_60_2,0
a7s-fragment03_60_6,1
a7s-fragment03_61_2,1
a7s-fragment03_61_12,0
a7s-fragment03_61_24,0
a7s-fragment03_61_25,0
a7s-fragment03_61_36,1
a7s-fragment03_62_2,1
a7s-fragment03_62_7,1
a7s-fragment03_62_13,0
a7s-fragment03_62_17,0
a7s-fragment03_62_29,1
a7s-fragment03_62_35,1
a7s-fragment03_64_3,0
a7s-fragment03_65_4,0
a7s-fragment03_66_16,0
a7s-fragment03_66_20,0
a7s-fragment03_66_34,1
a7s-fragment03_67_2,0
a7s-fragment03_67_4,0
a7s-fragment03_67_9,0
a7s-fragment03_67_15,0
a7s-fragment03_68_3,0
a7s-fragment03_69_3,0
a7s-fragment03_69_8,0
a7s-fragment03_69_13,0
a7s-fragment03_69_21,0
a7s-fragment03_71_7,1
a7s-fragment03_71_16,0
a7s-fragment03_71_20,1
a7s-fragment03_71_27,1
a7s-fragment03_72_3,0
a7s-fragment03_72_7,0
a7s-fragment03_73_8,0
a7s-fragment03_73_17,0
a7s-fragment03_74_2,1
a7s-fragment03_76_10,1
a7s-fragment03_77_8,0
a7s-fragment03_77_16,1
a7s-fragment03_78_12,1
a7s-fragment03_78_18,1
a7s-fragment03_78_26,0
a7s-fragment03_78_44,1
a7s-fragment03_78_62,1
a7s-fragment03_78_72,0
a80-fragment15_274_2,1
a80-fragment15_276_4,0
a80-fragment15_276_22,1
a80-fragment15_277_3,0
a80-fragment15_277_7,1
a80-fragment15_277_12,0
a80-fragment15_277_19,1
a80-fragment15_278_12,0
a80-fragment15_278_15,0
a80-fragment15_278_21,0
a80-fragment15_278_29,1
a80-fragment15_279_18,1
a80-fragment15_279_21,1
a80-fragment15_279_30,0
a80-fragment15_279_36,1
a80-fragment15_280_5,0
a80-fragment15_280_7,1
a80-fragment15_280_16,1
a80-fragment15_281_6,0
a80-fragment15_281_11,0
a80-fragment15_281_16,1
a80-fragment15_282_10,0
a80-fragment15_283_4,1
a80-fragment15_283_9,1
a80-fragment15_284_5,0
a80-fragment15_284_11,1
a80-fragment15_285_4,0
a80-fragment15_285_11,1
a80-fragment15_287_9,0
a80-fragment15_287_15,1
a80-fragment15_288_8,0
a80-fragment15_288_13,0
a80-fragment15_288_18,0
a80-fragment15_288_25,1
a80-fragment15_288_29,0
a80-fragment15_290_13,0
a80-fragment15_290_18,0
a80-fragment15_290_23,0
a80-fragment15_291_10,1
a80-fragment15_291_17,1
a80-fragment15_292_4,0
a80-fragment15_293_7,1
a80-fragment15_293_15,0
a80-fragment15_293_19,0
a80-fragment15_295_11,0
a80-fragment15_295_19,1
a80-fragment15_295_25,1
a80-fragment15_296_6,1
a80-fragment15_296_15,0
a80-fragment15_297_21,0
a80-fragment15_298_9,0
a80-fragment15_298_13,1
a80-fragment15_298_17,1
a80-fragment15_298_22,0
a80-fragment15_299_6,1
a80-fragment15_299_11,1
a80-fragment15_300_4,1
al2-fragment23_252_6,0
al2-fragment23_252_10,0
al2-fragment23_254_11,1
al2-fragment23_254_19,0
al2-fragment23_254_25,0
al2-fragment23_254_33,1
al2-fragment23_255_7,0
al2-fragment23_255_14,0
al2-fragment23_255_20,0
al2-fragment23_256_3,0
al2-fragment23_257_5,0
al2-fragment23_257_13,1
al2-fragment23_257_19,1
al2-fragment23_257_32,1
al2-fragment23_257_35,1
al2-fragment23_257_40,1
al2-fragment23_257_45,1
al2-fragment23_257_50,1
al2-fragment23_258_4,0
al2-fragment23_258_11,1
al2-fragment23_259_3,0
al2-fragment23_260_10,0
al2-fragment23_260_21,1
al2-fragment23_260_27,1
al2-fragment23_260_32,1
al2-fragment23_260_39,1
al2-fragment23_261_3,1
al2-fragment23_261_8,0
al2-fragment23_261_17,1
al2-fragment23_261_20,1
al2-fragment23_261_25,1
al2-fragment23_262_6,1
al2-fragment23_263_10,1
al2-fragment23_263_20,1
al2-fragment23_263_32,1
al2-fragment23_263_36,0
al2-fragment23_264_3,0
al2-fragment23_264_15,0
al2-fragment23_264_17,1
al2-fragment23_265_13,1
al2-fragment23_265_21,1
al2-fragment23_265_43,1
al2-fragment23_265_45,0
al2-fragment23_266_5,1
al2-fragment23_266_16,0
al2-fragment23_266_18,0
al2-fragment23_266_31,0
al2-fragment23_266_33,1
al2-fragment23_266_40,0
al2-fragment23_266_42,0
al2-fragment23_266_44,0
al2-fragment23_267_15,0
al2-fragment23_267_17,1
al2-fragment23_268_2,1
al2-fragment23_268_4,0
al2-fragment23_268_10,1
al2-fragment23_268_12,1
a1n-fragment18_335_7,0
a1n-fragment18_337_3,0
a1n-fragment18_338_4,0
a1n-fragment18_338_6,1
a1n-fragment18_338_10,1
a1n-fragment18_338_18,1
a1n-fragment18_338_25,1
a1n-fragment18_339_19,0
a1n-fragment18_340_16,0
a1n-fragment18_340_30,1
a1n-fragment18_341_3,0
a1n-fragment18_342_2,1
a1n-fragment18_343_6,1
a1n-fragment18_343_14,1
a1n-fragment18_343_19,1
a1n-fragment18_343_21,1
a1n-fragment18_345_6,1
a1n-fragment18_345_11,1
a1n-fragment18_346_3,1
a1n-fragment18_346_6,0
a1n-fragment18_347_3,1
a1n-fragment18_347_7,0
a1n-fragment18_347_15,0
a1n-fragment18_348_3,1
a1n-fragment18_348_8,1
a1n-fragment18_348_12,1
a1n-fragment18_349_5,1
a1n-fragment18_350_1,0
a1n-fragment18_350_7,0
a1n-fragment18_350_12,0
a1n-fragment18_351_7,1
a1n-fragment18_351_19,0
a1n-fragment18_352_22,0
a1n-fragment18_352_27,0
a1n-fragment18_353_12,0
a1n-fragment18_353_14,0
a1n-fragment18_353_20,1
a1n-fragment18_354_20,0
a1n-fragment18_355_5,1
a1n-fragment18_355_29,0
a1n-fragment18_355_38,0
a1n-fragment18_355_41,1
a1n-fragment18_356_10,1
a1n-fragment18_358_4,1
a1n-fragment18_358_16,0
a1n-fragment18_358_22,0
a1n-fragment18_359_2,0
a1n-fragment18_359_5,0
a1n-fragment18_359_9,0
a1n-fragment18_361_4,0
a1n-fragment18_363_8,1
a1n-fragment18_363_27,1
a1n-fragment18_363_36,0
a1n-fragment18_364_20,0
a1n-fragment18_365_12,1
a1n-fragment18_366_6,0
a1n-fragment18_366_14,0
a1n-fragment18_366_22,0
a1n-fragment18_366_33,1
a1n-fragment18_366_37,0
a1n-fragment18_366_46,1
a1n-fragment18_366_49,0
a1n-fragment18_366_53,1
a1n-fragment18_367_8,0
a1n-fragment18_367_40,1
a1n-fragment18_368_4,1
a1n-fragment18_368_9,1
a1n-fragment18_368_10,1
a1n-fragment18_369_7,1
a1n-fragment18_369_9,1
a1n-fragment18_369_15,0
a1n-fragment18_369_26,1
a1n-fragment18_370_3,1
a1n-fragment18_370_31,1
a1n-fragment18_371_8,0
a1n-fragment18_371_17,1
a1n-fragment18_372_9,1
a1n-fragment18_372_17,0
a1n-fragment18_372_19,1
a1n-fragment18_373_9,1
a1n-fragment18_374_7,0
a1n-fragment18_374_10,0
a1n-fragment18_374_16,0
a1n-fragment18_374_20,0
a1n-fragment18_374_35,1
a1n-fragment18_375_4,0
a1n-fragment18_375_24,1
a1n-fragment18_375_31,1
a1n-fragment18_375_48,0
a2d-fragment05_27_13,0
a2d-fragment05_27_19,0
a2d-fragment05_27_30,1
a2d-fragment05_27_37,0
a2d-fragment05_30_2,0
a2d-fragment05_31_7,0
a2d-fragment05_31_11,0
a2d-fragment05_31_14,1
a2d-fragment05_32_4,0
a2d-fragment05_32_6,1
a2d-fragment05_32_22,1
a2d-fragment05_32_24,1
a2d-fragment05_33_8,0
a2d-fragment05_33_10,0
a2d-fragment05_33_18,0
a2d-fragment05_33_28,0
a2d-fragment05_34_6,0
a2d-fragment05_34_11,1
a2d-fragment05_35_5,1
a2d-fragment05_35_7,1
a2d-fragment05_36_18,0
a2d-fragment05_36_22,1
a2d-fragment05_37_7,0
a2d-fragment05_37_17,0
a2d-fragment05_38_28,1
a2d-fragment05_39_6,1
a2d-fragment05_40_12,0
a2d-fragment05_40_16,0
a2d-fragment05_41_10,0
a2d-fragment05_42_4,1
a2d-fragment05_43_13,0
a2d-fragment05_43_19,0
a2d-fragment05_43_21,1
a2d-fragment05_44_4,0
a2d-fragment05_45_2,0
a2d-fragment05_45_8,1
a2d-fragment05_45_15,1
a2d-fragment05_46_9,1
a2d-fragment05_49_7,1
a2d-fragment05_49_15,0
a2d-fragment05_50_12,0
a2d-fragment05_50_14,1
a2d-fragment05_50_27,0
a2d-fragment05_50_36,1
a2d-fragment05_52_13,1
a2d-fragment05_53_3,1
a2d-fragment05_53_9,1
a2d-fragment05_54_14,1
a2d-fragment05_56_4,1
a2d-fragment05_56_21,0
a2d-fragment05_57_3,0
a2d-fragment05_59_2,1
a2d-fragment05_59_9,1
a2d-fragment05_59_19,1
a2d-fragment05_60_14,0
a2d-fragment05_61_2,1
a2d-fragment05_61_8,0
a2d-fragment05_62_6,0
a2d-fragment05_62_10,1
a2d-fragment05_62_23,1
a2d-fragment05_63_3,1
a2d-fragment05_64_4,1
a2d-fragment05_64_6,1
a2d-fragment05_64_19,0
a2d-fragment05_64_28,1
a2d-fragment05_67_7,0
a2d-fragment05_68_5,0
a2d-fragment05_68_15,0
a2d-fragment05_68_21,1
a2d-fragment05_69_4,1
a2d-fragment05_69_10,0
a2d-fragment05_70_11,0
a2d-fragment05_70_13,0
a2d-fragment05_72_4,1
a2d-fragment05_74_5,0
a2d-fragment05_75_7,1
a2d-fragment05_76_7,0
a2d-fragment05_76_10,0
a2d-fragment05_76_15,1
a2d-fragment05_80_17,0
a2d-fragment05_82_7,0
a2d-fragment05_82_10,0
a2d-fragment05_83_15,1
a2d-fragment05_84_7,0
a2d-fragment05_85_13,1
a2d-fragment05_85_15,0
a2d-fragment05_87_8,1
a2d-fragment05_87_18,1
a2d-fragment05_88_8,0
a2d-fragment05_88_13,1
ahb-fragment51_705_5,1
ahb-fragment51_705_10,0
ahb-fragment51_705_18,0
ahb-fragment51_705_20,0
ahb-fragment51_706_3,0
ahb-fragment51_706_12,1
ahb-fragment51_708_5,0
ahb-fragment51_708_20,0
ahb-fragment51_709_2,0
ahb-fragment51_709_6,0
ahb-fragment51_709_22,1
ahb-fragment51_710_3,1
ahb-fragment51_710_6,0
ahb-fragment51_710_8,0
ahb-fragment51_711_7,1
ahb-fragment51_711_15,1
ahb-fragment51_711_19,1
ahb-fragment51_711_30,0
ahb-fragment51_712_4,1
ahb-fragment51_712_7,0
ahb-fragment51_713_3,0
ahb-fragment51_713_5,0
ahb-fragment51_713_16,0
ahb-fragment51_713_27,1
ahb-fragment51_713_30,1
ahb-fragment51_713_35,0
ahb-fragment51_714_4,0
ahb-fragment51_714_8,1
ahb-fragment51_715_3,1
ahb-fragment51_715_11,1
ahb-fragment51_715_15,1
ahb-fragment51_716_7,1
ahb-fragment51_716_11,0
ahb-fragment51_716_14,0
ahb-fragment51_716_18,0
ahb-fragment51_716_21,0
ahb-fragment51_716_26,1
ahb-fragment51_716_34,0
ahb-fragment51_716_42,1
ahb-fragment51_716_48,1
ahb-fragment51_716_51,0
ahb-fragment51_717_10,1
ahb-fragment51_717_13,1
ahb-fragment51_717_24,0
ahb-fragment51_718_5,0
ahb-fragment51_719_4,1
ahb-fragment51_719_14,0
ahb-fragment51_720_8,1
ahb-fragment51_720_13,0
ahb-fragment51_721_5,0
ahb-fragment51_721_14,0
ahb-fragment51_721_20,0
ahb-fragment51_722_6,0
ahb-fragment51_723_7,0
ahb-fragment51_723_19,0
ahb-fragment51_724_3,0
ahb-fragment51_725_4,0
ahb-fragment51_725_6,0
ahb-fragment51_725_10,0
ahb-fragment51_725_18,1
ahb-fragment51_725_24,1
ahb-fragment51_727_2,1
ahb-fragment51_727_5,1
ahb-fragment51_727_8,0
ahb-fragment51_727_11,0
ahb-fragment51_727_14,1
ahb-fragment51_727_22,0
ahb-fragment51_728_2,0
ahb-fragment51_728_8,0
ahb-fragment51_728_16,0
ahb-fragment51_728_21,0
ahb-fragment51_729_3,0
ahb-fragment51_729_20,1
ahb-fragment51_729_24,1
ahb-fragment51_729_30,1
ahb-fragment51_730_6,0
ahb-fragment51_730_8,0
ahb-fragment51_730_13,0
ahb-fragment51_731_8,1
ahb-fragment51_731_15,0
ahb-fragment51_732_6,1
ahb-fragment51_732_18,0
ahb-fragment51_732_21,1
ahb-fragment51_733_4,0
ahb-fragment51_734_5,0
ahb-fragment51_734_11,1
ahb-fragment51_734_17,1
ahb-fragment51_736_4,1
ahb-fragment51_736_7,0
ahb-fragment51_736_11,0
ahb-fragment51_737_3,1
ahb-fragment51_737_5,1
ahb-fragment51_737_9,1
ahb-fragment51_737_11,1
ahb-fragment51_738_8,0
ahb-fragment51_738_17,1
ahb-fragment51_738_20,1
ahb-fragment51_738_26,1
ahb-fragment51_739_4,0
ahb-fragment51_739_6,0
ahb-fragment51_739_14,0
ahb-fragment51_739_16,0
ahb-fragment51_740_1,1
ahb-fragment51_740_6,1
ahb-fragment51_740_7,0
ahb-fragment51_741_5,1
ahb-fragment51_741_7,0
ahb-fragment51_742_6,1
ahb-fragment51_742_13,1
ahb-fragment51_742_15,0
ahb-fragment51_742_20,0
ahb-fragment51_743_4,1
ahb-fragment51_743_12,0
ahb-fragment51_744_3,0
ahb-fragment51_744_7,0
ahb-fragment51_744_17,1
ahb-fragment51_745_1,0
ahb-fragment51_745_3,0
ahb-fragment51_746_3,1
ahb-fragment51_746_9,1
ahb-fragment51_746_16,0
ahb-fragment51_747_11,1
ahb-fragment51_747_25,0
ahb-fragment51_748_1,0
ahb-fragment51_748_5,1
ahb-fragment51_748_13,0
ahb-fragment51_749_9,1
ahb-fragment51_749_16,0
ahb-fragment51_750_13,0
ahb-fragment51_751_3,0
ahb-fragment51_751_14,0
ahb-fragment51_752_3,0
ahb-fragment51_752_7,0
ahb-fragment51_752_14,1
ahb-fragment51_753_9,1
ahb-fragment51_753_21,1
ahb-fragment51_754_16,0
ahb-fragment51_755_7,0
ahf-fragment24_534_2,0
ahf-fragment24_534_5,1
ahf-fragment24_535_5,1
ahf-fragment24_537_14,0
ahf-fragment24_537_17,0
ahf-fragment24_538_4,0
ahf-fragment24_538_8,0
ahf-fragment24_538_18,0
ahf-fragment24_538_24,0
ahf-fragment24_539_2,0
ahf-fragment24_540_6,0
ahf-fragment24_540_16,0
ahf-fragment24_541_2,1
ahf-fragment24_541_13,0
ahf-fragment24_542_13,0
ahf-fragment24_544_5,0
ahf-fragment24_544_10,0
ahf-fragment24_546_5,0
